ensembl_id,gene_name,gene_type,chromosome,WZ12_CADASIL_Control,WZ16_CADASIL_C224Y,WZ4_CADASIL_Control,WZ8_CADASIL_Control,XZ5_CADASIL_R153C,XZ6_CADASIL_R153C_isoCtrl,XZ7_CADASIL_C224Y_isoCtrl
ENSG00000094841.14,UPRT,protein_coding,chrX,375,212,222,364,360,294,207
ENSG00000094880.11,CDC23,protein_coding,chr5,1621,1385,1221,1355,1647,1131,1128
ENSG00000094914.14,AAAS,protein_coding,chr12,1216,1150,1247,1156,1236,718,737
ENSG00000094916.16,CBX5,protein_coding,chr12,5936,10235,4564,6051,9317,5449,5252
ENSG00000094963.14,FMO2,protein_coding,chr1,0,3,0,0,2,0,2
ENSG00000094975.15,SUCO,protein_coding,chr1,6119,2360,3285,4256,4200,3522,12770
ENSG00000095002.15,MSH2,protein_coding,chr2,995,1515,693,1055,1659,728,738
ENSG00000095015.6,MAP3K1,protein_coding,chr5,476,535,375,499,811,486,451
ENSG00000095059.17,DHPS,protein_coding,chr19,69,101,109,88,73,32,52
ENSG00000095066.12,HOOK2,protein_coding,chr19,670,420,500,546,528,312,345
ENSG00000095110.9,NXPE1,protein_coding,chr11,0,0,0,0,0,1,0
ENSG00000095139.15,ARCN1,protein_coding,chr11,12023,6971,6768,9816,8711,10353,8829
ENSG00000095203.15,EPB41L4B,protein_coding,chr9,32,79,39,53,145,86,47
ENSG00000095209.12,TMEM38B,protein_coding,chr9,244,288,249,206,333,174,229
ENSG00000095261.14,PSMD5,protein_coding,chr9,1778,1152,1083,1603,1581,1786,1441
ENSG00000095303.17,PTGS1,protein_coding,chr9,4,15,9,3,21,30,14
ENSG00000095319.14,NUP188,protein_coding,chr9,2896,2931,2493,3454,2839,2193,2634
ENSG00000095321.18,CRAT,protein_coding,chr9,1132,1284,1108,700,1466,1066,833
ENSG00000095370.20,SH2D3C,protein_coding,chr9,115,767,407,384,884,160,457
ENSG00000095380.11,NANS,protein_coding,chr9,1139,834,802,1100,924,949,920
ENSG00000095383.20,TBC1D2,protein_coding,chr9,523,261,295,123,270,292,345
ENSG00000095397.17,WHRN,protein_coding,chr9,471,484,264,340,912,338,474
ENSG00000095464.10,PDE6C,protein_coding,chr10,0,0,0,0,0,0,0
ENSG00000095485.18,CWF19L1,protein_coding,chr10,549,427,414,506,518,282,287
ENSG00000095539.16,SEMA4G,protein_coding,chr10,495,354,342,228,497,366,215
ENSG00000095564.15,BTAF1,protein_coding,chr10,1267,1543,1463,1353,1735,1233,1206
ENSG00000095574.12,IKZF5,protein_coding,chr10,355,324,236,361,453,330,300
ENSG00000095585.18,BLNK,protein_coding,chr10,3,0,0,1,11,0,0
ENSG00000095587.9,TLL2,protein_coding,chr10,68,429,282,195,222,146,146
ENSG00000095596.12,CYP26A1,protein_coding,chr10,104,2,0,4,191,6,2
ENSG00000095627.10,TDRD1,protein_coding,chr10,0,1,0,0,0,0,0
ENSG00000095637.23,SORBS1,protein_coding,chr10,156,837,204,253,2647,150,449
ENSG00000095713.14,CRTAC1,protein_coding,chr10,6,6,4,10,85,41,49
ENSG00000095739.11,BAMBI,protein_coding,chr10,1847,1823,715,916,1857,1009,739
ENSG00000095752.7,IL11,protein_coding,chr19,8377,154,7318,5869,897,8556,4417
ENSG00000095777.17,MYO3A,protein_coding,chr10,13,1,11,17,5,4,29
ENSG00000095787.26,WAC,protein_coding,chr10,4609,3501,2816,4053,5641,3953,3845
ENSG00000095794.21,CREM,protein_coding,chr10,548,362,409,484,495,561,533
ENSG00000095906.17,NUBP2,protein_coding,chr16,1271,910,966,912,1474,1005,941
ENSG00000095917.14,TPSD1,protein_coding,chr16,0,0,0,0,0,4,0
ENSG00000095932.7,SMIM24,protein_coding,chr19,2,5,1,0,31,1,0
ENSG00000095951.17,HIVEP1,protein_coding,chr6,1772,1453,982,1925,1343,1776,1702
ENSG00000095970.17,TREM2,protein_coding,chr6,0,0,0,0,0,1,0
ENSG00000095981.11,KCNK16,protein_coding,chr6,0,0,0,0,0,0,0
ENSG00000096006.12,CRISP3,protein_coding,chr6,2,0,0,0,2,0,0
ENSG00000096060.15,FKBP5,protein_coding,chr6,590,2045,590,734,642,364,309
ENSG00000096063.16,SRPK1,protein_coding,chr6,2529,1705,2114,2441,2100,1980,1822
ENSG00000096070.19,BRPF3,protein_coding,chr6,2363,1516,1162,1585,2314,2098,2066
ENSG00000096080.12,MRPS18A,protein_coding,chr6,779,515,633,602,679,483,522
ENSG00000096088.16,PGC,protein_coding,chr6,0,0,0,0,0,0,0
ENSG00000096092.6,TMEM14A,protein_coding,chr6,526,335,444,399,403,353,269
ENSG00000096093.16,EFHC1,protein_coding,chr6,599,412,610,480,565,416,372
ENSG00000096264.14,NCR2,protein_coding,chr6,0,0,0,0,0,0,0
ENSG00000096384.20,HSP90AB1,protein_coding,chr6,28782,23022,35748,38839,22849,24591,25414
ENSG00000096395.11,MLN,protein_coding,chr6,1,0,0,1,0,0,0
ENSG00000096401.8,CDC5L,protein_coding,chr6,1809,1947,1371,1810,2363,1469,1431
ENSG00000096433.11,ITPR3,protein_coding,chr6,875,251,276,209,658,494,150
ENSG00000096654.16,ZNF184,protein_coding,chr6,304,422,231,315,695,230,236
ENSG00000096696.16,DSP,protein_coding,chr6,7815,4499,10568,22490,8585,20938,27087
ENSG00000096717.12,SIRT1,protein_coding,chr10,669,820,451,673,1030,556,569
ENSG00000096746.18,HNRNPH3,protein_coding,chr10,3351,4691,3162,4166,5328,2473,2505
ENSG00000096872.17,IFT74,protein_coding,chr9,346,329,242,291,501,358,248
ENSG00000096968.14,JAK2,protein_coding,chr9,467,378,293,365,585,540,392
ENSG00000096996.16,IL12RB1,protein_coding,chr19,0,0,0,0,0,1,2
ENSG00000097007.20,ABL1,protein_coding,chr9,4412,7508,3690,4858,10096,4435,4801
ENSG00000097021.21,ACOT7,protein_coding,chr1,2345,900,3331,2572,1269,1696,1475
ENSG00000097033.15,SH3GLB1,protein_coding,chr1,5435,2858,3186,4026,3968,6356,4509
ENSG00000097046.13,CDC7,protein_coding,chr1,291,522,207,224,470,133,154
ENSG00000097096.10,SYDE2,protein_coding,chr1,322,417,106,245,435,284,187
ENSG00000099139.14,PCSK5,protein_coding,chr9,2582,1162,1386,1954,1793,1922,2562
ENSG00000099194.6,SCD,protein_coding,chr10,45059,30192,32760,56855,31882,18218,28638
ENSG00000099203.7,TMED1,protein_coding,chr19,1257,866,1333,841,851,852,662
ENSG00000099204.22,ABLIM1,protein_coding,chr10,7565,2392,3828,5043,3683,6346,5654
ENSG00000099219.15,ERMP1,protein_coding,chr9,1615,729,877,562,552,932,487
ENSG00000099246.18,RAB18,protein_coding,chr10,4319,2237,2962,3530,3727,4232,3117
ENSG00000099250.18,NRP1,protein_coding,chr10,2394,3984,3145,2042,2622,3681,2304
ENSG00000099251.15,HSD17B7P2,transcribed_unprocessed_pseudogene,chr10,0,0,0,0,0,0,0
ENSG00000099256.19,PRTFDC1,protein_coding,chr10,332,278,287,379,560,277,254
ENSG00000099260.12,PALMD,protein_coding,chr1,196,1183,58,271,762,149,238
ENSG00000099282.10,TSPAN15,protein_coding,chr10,115,152,269,111,157,67,104
ENSG00000099284.15,MACROH2A2,protein_coding,chr10,3503,2469,2160,2926,3025,2849,2815
ENSG00000099290.17,WASHC2A,protein_coding,chr10,2097,1205,1412,1718,1677,1299,1412
ENSG00000099308.13,MAST3,protein_coding,chr19,415,246,219,281,587,341,267
ENSG00000099326.9,MZF1,protein_coding,chr19,741,439,575,515,643,463,426
ENSG00000099330.9,OCEL1,protein_coding,chr19,254,127,184,142,185,160,175
ENSG00000099331.14,MYO9B,protein_coding,chr19,5978,5027,4462,5202,7176,5763,5501
ENSG00000099337.5,KCNK6,protein_coding,chr19,1650,1050,1146,579,309,1736,506
ENSG00000099338.23,CATSPERG,protein_coding,chr19,60,7,34,22,41,40,17
ENSG00000099341.13,PSMD8,protein_coding,chr19,5052,2601,4126,4264,4028,4304,4380
ENSG00000099364.18,FBXL19,protein_coding,chr16,2139,1709,1874,1810,3429,2171,2566
ENSG00000099365.11,STX1B,protein_coding,chr16,107,424,188,133,541,144,152
ENSG00000099377.14,HSD3B7,protein_coding,chr16,326,363,243,221,257,247,211
ENSG00000099381.20,SETD1A,protein_coding,chr16,1096,1184,983,1045,1990,1317,1400
ENSG00000099385.12,BCL7C,protein_coding,chr16,1798,1100,1397,1297,1889,1791,1865
ENSG00000099399.6,MAGEB2,protein_coding,chrX,0,0,0,1,0,0,0
ENSG00000099617.4,EFNA2,protein_coding,chr19,284,465,107,202,863,214,205
ENSG00000099622.14,CIRBP,protein_coding,chr19,4650,5081,3419,3079,4469,1936,2147
ENSG00000099624.8,ATP5F1D,protein_coding,chr19,1575,869,1410,1101,1461,1197,1266
ENSG00000099625.14,CBARP,protein_coding,chr19,447,179,476,262,610,472,612
ENSG00000099715.15,PCDH11Y,protein_coding,chrY,18,0,0,6,1,0,0
ENSG00000099721.16,AMELY,protein_coding,chrY,0,0,0,0,0,0,0
ENSG00000099725.14,PRKY,transcribed_unitary_pseudogene,chrY,273,0,0,240,1,0,0
ENSG00000099769.6,IGFALS,protein_coding,chr16,4,2,2,0,3,0,1
ENSG00000099783.13,HNRNPM,protein_coding,chr19,4989,6690,6084,6964,7947,4719,5059
ENSG00000099785.11,MARCHF2,protein_coding,chr19,1014,241,600,415,455,716,625
ENSG00000099795.7,NDUFB7,protein_coding,chr19,1919,1075,1307,1227,1416,1270,1312
ENSG00000099797.15,TECR,protein_coding,chr19,1969,1710,1734,1824,2219,1342,1581
ENSG00000099800.8,TIMM13,protein_coding,chr19,1696,961,1528,1518,1421,1212,1439
ENSG00000099804.9,CDC34,protein_coding,chr19,3942,1525,2617,2862,2898,2890,2922
ENSG00000099810.21,MTAP,protein_coding,chr9,1198,1002,1319,1301,1327,1149,997
ENSG00000099812.9,MISP,protein_coding,chr19,87,8,15,53,32,34,19
ENSG00000099814.17,CEP170B,protein_coding,chr14,2291,826,2985,2599,2941,4051,2991
ENSG00000099817.12,POLR2E,protein_coding,chr19,3521,2360,2710,3142,3802,2908,3245
ENSG00000099821.14,POLRMT,protein_coding,chr19,1281,808,1591,1108,1291,1090,1197
ENSG00000099822.3,HCN2,protein_coding,chr19,104,32,47,33,108,123,92
ENSG00000099834.19,CDHR5,protein_coding,chr11,2,0,0,2,14,2,5
ENSG00000099840.14,IZUMO4,protein_coding,chr19,101,47,95,91,79,64,57
ENSG00000099849.15,RASSF7,protein_coding,chr11,1204,125,960,620,231,894,443
ENSG00000099860.9,GADD45B,protein_coding,chr19,2481,1629,1511,2642,6328,1878,2188
ENSG00000099864.18,PALM,protein_coding,chr19,5913,2389,1543,1883,5364,2627,2435
ENSG00000099866.16,MADCAM1,protein_coding,chr19,13,3,10,11,19,5,15
ENSG00000099869.8,IGF2-AS,lncRNA,chr11,0,142,0,3,8,3,3
ENSG00000099875.16,MKNK2,protein_coding,chr19,2764,1658,2098,2188,2861,2215,2520
ENSG00000099889.14,ARVCF,protein_coding,chr22,668,435,1375,693,836,555,501
ENSG00000099899.16,TRMT2A,protein_coding,chr22,1450,739,1185,1063,1286,895,963
ENSG00000099901.18,RANBP1,protein_coding,chr22,2008,2013,2176,2505,3087,1813,1888
ENSG00000099904.16,ZDHHC8,protein_coding,chr22,1978,1639,2355,1809,2763,1664,1633
ENSG00000099910.17,KLHL22,protein_coding,chr22,833,1035,509,511,1314,558,477
ENSG00000099917.17,MED15,protein_coding,chr22,3148,2239,2974,2971,2676,2763,2970
ENSG00000099937.11,SERPIND1,protein_coding,chr22,0,0,1,1,0,0,0
ENSG00000099940.12,SNAP29,protein_coding,chr22,1340,987,859,965,1387,1144,1103
ENSG00000099942.13,CRKL,protein_coding,chr22,1850,2283,1510,1670,2811,1509,1420
ENSG00000099949.22,LZTR1,protein_coding,chr22,973,764,1450,862,1175,653,837
ENSG00000099953.10,MMP11,protein_coding,chr22,4837,1842,1073,771,4445,829,990
ENSG00000099954.19,CECR2,protein_coding,chr22,508,457,314,577,524,369,568
ENSG00000099956.20,SMARCB1,protein_coding,chr22,3101,2969,2089,2701,4136,2097,2276
ENSG00000099957.17,P2RX6,protein_coding,chr22,36,50,21,14,11,18,13
ENSG00000099958.15,DERL3,protein_coding,chr22,49,53,25,58,149,40,50
ENSG00000099960.13,SLC7A4,protein_coding,chr22,67,7,17,4,0,19,4
ENSG00000099968.18,BCL2L13,protein_coding,chr22,3527,1212,1967,2570,1735,2510,2591
ENSG00000099974.8,DDTL,protein_coding,chr22,28,0,9,27,0,0,14
ENSG00000099977.16,DDT,protein_coding,chr22,573,214,344,349,257,202,228
ENSG00000099984.12,GSTT2,protein_coding,chr22,75,0,4,7,0,1,6
ENSG00000099985.4,OSM,protein_coding,chr22,4,0,2,0,0,1,0
ENSG00000099991.18,CABIN1,protein_coding,chr22,2556,3511,1437,2117,3980,2280,2239
ENSG00000099992.16,TBC1D10A,protein_coding,chr22,981,213,731,616,603,759,737
ENSG00000099994.11,SUSD2,protein_coding,chr22,82,45,9,36,93,43,63
ENSG00000099995.19,SF3A1,protein_coding,chr22,2671,2879,2444,2960,3567,2559,2617
ENSG00000099998.19,GGT5,protein_coding,chr22,138,210,75,131,187,48,143
ENSG00000099999.15,RNF215,protein_coding,chr22,1091,637,1087,777,988,565,573
ENSG00000100003.18,SEC14L2,protein_coding,chr22,206,222,289,235,217,196,286
ENSG00000100012.12,SEC14L3,protein_coding,chr22,0,0,0,0,0,0,0
ENSG00000100014.20,SPECC1L,protein_coding,chr22,1249,1124,1128,1029,1598,1097,1010
ENSG00000100023.20,PPIL2,protein_coding,chr22,1816,1389,1536,1525,1835,1511,1221
ENSG00000100024.15,UPB1,protein_coding,chr22,5,0,2,2,1,1,0
ENSG00000100027.17,YPEL1,protein_coding,chr22,170,257,52,51,611,60,74
ENSG00000100028.12,SNRPD3,protein_coding,chr22,1212,1064,938,992,1299,875,907
ENSG00000100029.18,PES1,protein_coding,chr22,1856,1376,2049,1934,1829,1713,1766
ENSG00000100030.15,MAPK1,protein_coding,chr22,4989,3447,3362,4204,4771,4186,4188
ENSG00000100031.19,GGT1,protein_coding,chr22,86,0,61,25,1,40,25
ENSG00000100033.17,PRODH,protein_coding,chr22,0,3,7,4,3,0,5
ENSG00000100034.14,PPM1F,protein_coding,chr22,1891,1687,1505,1563,2138,1538,1340
ENSG00000100036.13,SLC35E4,protein_coding,chr22,118,187,427,105,185,184,117
ENSG00000100038.20,TOP3B,protein_coding,chr22,684,661,757,816,884,440,574
ENSG00000100053.10,CRYBB3,protein_coding,chr22,1,6,6,7,16,3,29
ENSG00000100055.21,CYTH4,protein_coding,chr22,5,1,15,0,3,3,0
ENSG00000100056.12,ESS2,protein_coding,chr22,675,532,585,672,888,520,596
ENSG00000100058.15,CRYBB2P1,transcribed_unprocessed_pseudogene,chr22,0,0,0,0,0,0,0
ENSG00000100060.18,MFNG,protein_coding,chr22,52,0,65,37,16,10,13
ENSG00000100065.15,CARD10,protein_coding,chr22,1653,535,1930,1771,202,999,677
ENSG00000100068.15,LRP5L,transcribed_unprocessed_pseudogene,chr22,0,0,0,0,0,0,0
ENSG00000100075.10,SLC25A1,protein_coding,chr22,3939,2165,3954,3900,3104,2474,2998
ENSG00000100077.16,GRK3,protein_coding,chr22,323,158,205,242,291,302,237
ENSG00000100078.4,PLA2G3,protein_coding,chr22,142,289,131,351,744,26,58
ENSG00000100079.7,LGALS2,protein_coding,chr22,1,0,0,0,0,0,0
ENSG00000100083.19,GGA1,protein_coding,chr22,1383,987,1597,1259,1435,957,1057
ENSG00000100084.14,HIRA,protein_coding,chr22,443,362,425,387,437,379,318
ENSG00000100092.24,SH3BP1,protein_coding,chr22,285,60,130,151,180,290,366
ENSG00000100095.19,SEZ6L,protein_coding,chr22,4,9,15,15,144,59,56
ENSG00000100097.12,LGALS1,protein_coding,chr22,3094,8679,4639,3378,4120,4849,2895
ENSG00000100099.22,HPS4,protein_coding,chr22,1141,1101,1078,1255,1518,916,958
ENSG00000100100.13,PIK3IP1,protein_coding,chr22,3026,580,2236,1020,1470,1921,1954
ENSG00000100101.15,ENSG00000100101,protein_coding,chr22,0,0,0,0,0,0,0
ENSG00000100104.13,SRRD,protein_coding,chr22,1203,702,799,1013,1329,990,867
ENSG00000100105.18,PATZ1,protein_coding,chr22,1061,1258,952,953,1810,737,1058
ENSG00000100106.22,TRIOBP,protein_coding,chr22,5988,2677,3354,2716,3203,3922,3467
ENSG00000100109.17,TFIP11,protein_coding,chr22,1247,1001,1113,1181,1254,1067,1039
ENSG00000100116.17,GCAT,protein_coding,chr22,410,233,449,523,332,368,393
ENSG00000100121.14,GGTLC2,protein_coding,chr22,20,3,13,41,7,29,38
ENSG00000100122.7,CRYBB1,protein_coding,chr22,0,2,0,0,1,0,17
ENSG00000100124.15,ANKRD54,protein_coding,chr22,841,430,614,637,885,493,619
ENSG00000100129.18,EIF3L,protein_coding,chr22,4795,4856,2758,3509,5046,3145,3171
ENSG00000100138.15,SNU13,protein_coding,chr22,2559,1718,2257,2124,2002,1669,1715
ENSG00000100139.14,MICALL1,protein_coding,chr22,4603,2000,3288,4154,2900,4113,4358
ENSG00000100142.16,POLR2F,protein_coding,chr22,993,636,824,858,1208,783,843
ENSG00000100146.20,SOX10,protein_coding,chr22,1,5,8,26,531,5,20
ENSG00000100147.14,CCDC134,protein_coding,chr22,582,482,649,517,552,537,429
ENSG00000100150.20,DEPDC5,protein_coding,chr22,277,296,239,215,339,174,205
ENSG00000100151.16,PICK1,protein_coding,chr22,1139,600,1111,714,611,688,546
ENSG00000100154.15,TTC28,protein_coding,chr22,1397,3083,661,1139,3555,1687,1588
ENSG00000100156.12,SLC16A8,protein_coding,chr22,3,1,0,3,15,8,4
ENSG00000100162.15,CENPM,protein_coding,chr22,65,206,158,154,114,41,58
ENSG00000100167.21,SEPTIN3,protein_coding,chr22,69,197,56,52,741,83,100
ENSG00000100170.10,SLC5A1,protein_coding,chr22,2,6,0,1,0,0,0
ENSG00000100181.23,TPTEP1,transcribed_unprocessed_pseudogene,chr22,0,0,0,0,0,0,0
ENSG00000100191.6,SLC5A4,protein_coding,chr22,3,3,2,3,0,1,3
ENSG00000100196.11,KDELR3,protein_coding,chr22,4463,1485,2559,3044,2194,5292,2924
ENSG00000100197.23,CYP2D6,protein_coding,chr22,1,9,11,5,17,3,3
ENSG00000100201.23,DDX17,protein_coding,chr22,11986,18470,10197,12676,19624,8466,8434
ENSG00000100206.11,DMC1,protein_coding,chr22,4,79,17,15,44,4,3
ENSG00000100207.21,TCF20,protein_coding,chr22,1150,1466,793,1154,2258,1118,1114
ENSG00000100209.11,HSCB,protein_coding,chr22,174,160,163,164,218,159,177
ENSG00000100211.12,CBY1,protein_coding,chr22,583,585,460,478,618,359,327
ENSG00000100216.6,TOMM22,protein_coding,chr22,1558,984,1208,1216,1247,1033,1081
ENSG00000100218.12,RSPH14,protein_coding,chr22,10,10,3,3,14,4,4
ENSG00000100219.17,XBP1,protein_coding,chr22,3451,1651,3651,3298,2902,3194,2644
ENSG00000100220.12,RTCB,protein_coding,chr22,3623,2228,3078,3394,2629,2722,2525
ENSG00000100221.11,JOSD1,protein_coding,chr22,3126,2303,2295,2342,2920,2313,1650
ENSG00000100225.18,FBXO7,protein_coding,chr22,3069,2059,2112,2470,2907,2422,2497
ENSG00000100226.16,GTPBP1,protein_coding,chr22,2031,1742,1263,1957,2260,1702,1634
ENSG00000100227.19,POLDIP3,protein_coding,chr22,11,9,11,4,6,4,5
ENSG00000100228.14,RAB36,protein_coding,chr22,239,220,240,220,591,371,269
ENSG00000100234.12,TIMP3,protein_coding,chr22,5930,6450,4248,3801,9959,4619,6523
ENSG00000100239.16,PPP6R2,protein_coding,chr22,2489,1856,2139,1857,3053,1753,1729
ENSG00000100241.22,SBF1,protein_coding,chr22,4520,4171,3315,3685,5367,3580,3269
ENSG00000100242.16,SUN2,protein_coding,chr22,2840,4491,2950,3053,4508,2185,1925
ENSG00000100243.22,CYB5R3,protein_coding,chr22,7922,3958,5610,5542,5405,6685,6015
ENSG00000100246.13,DNAL4,protein_coding,chr22,425,400,262,303,582,272,321
ENSG00000100249.5,C22orf31,protein_coding,chr22,0,0,0,0,0,0,0
ENSG00000100253.13,MIOX,protein_coding,chr22,1,7,8,2,5,5,0
ENSG00000100258.18,LMF2,protein_coding,chr22,3853,2787,3837,3308,3045,3733,3121
ENSG00000100263.14,RHBDD3,protein_coding,chr22,963,756,853,657,868,472,590
ENSG00000100266.19,PACSIN2,protein_coding,chr22,3826,1903,3259,2483,2022,3050,2571
ENSG00000100271.17,TTLL1,protein_coding,chr22,533,433,288,317,675,331,306
ENSG00000100276.10,RASL10A,protein_coding,chr22,6,8,8,8,34,3,8
ENSG00000100280.17,AP1B1,protein_coding,chr22,4129,2622,3386,3518,3064,3279,3085
ENSG00000100281.14,HMGXB4,protein_coding,chr22,878,1251,633,961,1481,778,713
ENSG00000100284.22,TOM1,protein_coding,chr22,2106,1055,956,1077,1453,1202,1229
ENSG00000100285.10,NEFH,protein_coding,chr22,89,132,69,95,580,161,81
ENSG00000100288.20,CHKB,protein_coding,chr22,70,72,98,64,116,35,49
ENSG00000100290.3,BIK,protein_coding,chr22,3,1,7,2,1,3,0
ENSG00000100292.18,HMOX1,protein_coding,chr22,177,251,80,150,353,150,249
ENSG00000100294.13,MCAT,protein_coding,chr22,289,197,234,219,388,264,248
ENSG00000100296.14,THOC5,protein_coding,chr22,1431,846,1558,1294,1001,1113,991
ENSG00000100297.16,MCM5,protein_coding,chr22,683,2034,707,1114,1421,437,422
ENSG00000100298.16,APOBEC3H,protein_coding,chr22,2,1,2,0,0,1,2
ENSG00000100299.18,ARSA,protein_coding,chr22,1797,868,1585,1234,1509,1276,820
ENSG00000100300.18,TSPO,protein_coding,chr22,2732,1338,2127,1337,1474,2293,1458
ENSG00000100302.7,RASD2,protein_coding,chr22,7,65,6,3,200,9,2
ENSG00000100304.13,TTLL12,protein_coding,chr22,1086,1086,938,1011,1675,905,885
ENSG00000100307.13,CBX7,protein_coding,chr22,98,48,80,62,73,36,29
ENSG00000100311.17,PDGFB,protein_coding,chr22,2210,282,2074,2774,198,1852,815
ENSG00000100312.11,ACR,protein_coding,chr22,0,2,0,1,2,0,0
ENSG00000100314.4,CABP7,protein_coding,chr22,0,0,7,3,5,3,3
ENSG00000100316.16,RPL3,protein_coding,chr22,39104,34982,25498,29803,30068,22252,21716
ENSG00000100319.13,ZMAT5,protein_coding,chr22,411,232,348,266,491,272,337
ENSG00000100320.24,RBFOX2,protein_coding,chr22,7638,11018,5326,7368,10821,7137,6478
ENSG00000100321.15,SYNGR1,protein_coding,chr22,467,841,505,336,939,507,444
ENSG00000100324.14,TAB1,protein_coding,chr22,836,889,640,686,1181,608,720
ENSG00000100325.15,ASCC2,protein_coding,chr22,1922,1149,1699,1766,1503,1628,1481
ENSG00000100330.16,MTMR3,protein_coding,chr22,2296,1628,1645,1821,2241,2006,1787
ENSG00000100335.15,MIEF1,protein_coding,chr22,1831,1268,1300,1526,1863,1539,1547
ENSG00000100336.18,APOL4,protein_coding,chr22,0,61,1,1,80,0,0
ENSG00000100341.13,PNPLA5,protein_coding,chr22,0,0,0,0,0,0,0
ENSG00000100342.22,APOL1,protein_coding,chr22,31,4,4,19,5,5,4
ENSG00000100344.11,PNPLA3,protein_coding,chr22,580,368,351,506,763,393,496
ENSG00000100345.23,MYH9,protein_coding,chr22,112281,44185,109617,133376,50349,122887,93460
ENSG00000100346.18,CACNA1I,protein_coding,chr22,7,12,2,5,9,2,1
ENSG00000100347.15,SAMM50,protein_coding,chr22,1408,1114,1355,1322,1258,1185,1031
ENSG00000100348.10,TXN2,protein_coding,chr22,1777,1463,1409,1408,1568,1297,1108
ENSG00000100350.16,FOXRED2,protein_coding,chr22,514,1415,318,431,1315,301,382
ENSG00000100351.17,GRAP2,protein_coding,chr22,3,0,2,5,1,8,10
ENSG00000100353.18,EIF3D,protein_coding,chr22,4683,3486,4577,4324,3526,2816,3139
ENSG00000100354.21,TNRC6B,protein_coding,chr22,1137,1128,848,970,1650,1190,1511
ENSG00000100359.21,SGSM3,protein_coding,chr22,122,106,134,140,149,40,57
ENSG00000100360.15,IFT27,protein_coding,chr22,628,879,479,587,1048,483,498
ENSG00000100362.13,PVALB,protein_coding,chr22,38,226,3,9,22,9,5
ENSG00000100364.19,KIAA0930,protein_coding,chr22,5188,1347,3989,3827,3825,4633,5973
ENSG00000100365.16,NCF4,protein_coding,chr22,0,1,0,0,4,3,4
ENSG00000100368.15,CSF2RB,protein_coding,chr22,19,31,20,29,37,13,9
ENSG00000100372.15,SLC25A17,protein_coding,chr22,964,672,694,704,756,580,548
ENSG00000100373.10,UPK3A,protein_coding,chr22,0,0,0,0,0,0,0
ENSG00000100376.12,FAM118A,protein_coding,chr22,461,420,475,585,544,349,384
ENSG00000100379.18,KCTD17,protein_coding,chr22,780,778,663,751,1405,796,676
ENSG00000100380.15,ST13,protein_coding,chr22,8896,7735,5595,6758,8901,5617,5861
ENSG00000100385.15,IL2RB,protein_coding,chr22,49,471,104,96,218,156,168
ENSG00000100387.9,RBX1,protein_coding,chr22,1541,969,1222,1281,1095,961,855
